sample_index,time_wall_sec,source,frame_id,child_frame_id,x,y,z,roll,pitch,yaw
62,1778587867.8395498,/tf map->base_footprint,map,base_footprint,5.306680133259097,2.118069913304208,0.008726417827019712,-0.00022942845970560236,0.0033764363533509874,-2.2211476021270444
63,1778587868.039825,/tf map->base_footprint,map,base_footprint,5.306680084247651,2.118069863918508,0.008722471425942842,-0.00022939059988449177,0.0033812767859317497,-2.2211474069385138
64,1778587868.2389748,/tf map->base_footprint,map,base_footprint,5.306680114863253,2.1180698673367204,0.008728151848445852,-0.00022929526429097205,0.003377999157092429,-2.2211474608805575
65,1778587868.4389768,/tf map->base_footprint,map,base_footprint,5.306680083028915,2.1180698500332134,0.00872524983317357,-0.00022925744556695835,0.0033773298604598493,-2.2211475592911456
66,1778587868.6393685,/tf map->base_footprint,map,base_footprint,5.306680059563376,2.118069803047275,0.008722594458108255,-0.0002293138603524264,0.003380688109751167,-2.221147423633169
67,1778587868.839137,/tf map->base_footprint,map,base_footprint,5.306680084292108,2.1180698191299525,0.008725975245909396,-0.00022938644336464845,0.003377830554116063,-2.221147584332081
68,1778587869.0390954,/tf map->base_footprint,map,base_footprint,5.306680062760466,2.1180698062349603,0.008730099742982587,-0.00022949884399488398,0.0033764649917026514,-2.221147448807327
69,1778587869.2400863,/tf map->base_footprint,map,base_footprint,5.306680043529385,2.1180697626575005,0.00872643040600478,-0.00022949348644433744,0.003378656070692349,-2.2211475157234246
70,1778587869.4390943,/tf map->base_footprint,map,base_footprint,5.306680013691895,2.1180697459189104,0.008728414982332885,-0.00022950260399036968,0.003378415809876906,-2.221147355280007
71,1778587869.6390896,/tf map->base_footprint,map,base_footprint,5.306680013872716,2.11806975292078,0.008724467316060965,-0.0002295078649720467,0.0033777371672644866,-2.221147200082207
72,1778587869.8391058,/tf map->base_footprint,map,base_footprint,5.306679997829444,2.1180697318905426,0.008724528717519461,-0.00022947148814590036,0.0033780323384761295,-2.2211472856253742
73,1778587870.0390208,/tf map->base_footprint,map,base_footprint,5.306679989056392,2.11806970871338,0.008729879985411415,-0.00022944491238361856,0.003378949752241995,-2.221147182473663
74,1778587870.239058,/tf map->base_footprint,map,base_footprint,5.306679968126139,2.1180696797571357,0.00872916524616521,-0.00022941159284064854,0.0033797695751038564,-2.221147282187181
75,1778587870.439111,/tf map->base_footprint,map,base_footprint,5.306679962445507,2.118069674370929,0.008726670480590405,-0.00022942281810339036,0.003378766627947887,-2.2211472581125125
76,1778587870.63908,/tf map->base_footprint,map,base_footprint,5.3066799659679225,2.118069684512883,0.008727721587040256,-0.00022944303299323482,0.0033757875513945853,-2.2211472130673866
77,1778587870.8388731,/tf map->base_footprint,map,base_footprint,5.306679898314005,2.1180695848719324,0.008727239948210253,-0.0002293870586757054,0.003385381048528793,-2.22114701906899
78,1778587871.0394402,/tf map->base_footprint,map,base_footprint,5.306679958510083,2.1180696488323023,0.008728481906669297,-0.00022932082325108564,0.003373940958079172,-2.221146989545686
79,1778587871.2389657,/tf map->base_footprint,map,base_footprint,5.306679925630321,2.1180696287767558,0.008727326347441501,-0.00022928464264667604,0.003376168518163559,-2.2211469767520593
80,1778587871.4390388,/tf map->base_footprint,map,base_footprint,5.30667987433356,2.1180695653218633,0.008727759513092546,-0.00022927919075885623,0.00338103583263959,-2.221146862352686
81,1778587871.6390321,/tf map->base_footprint,map,base_footprint,5.306679896253183,2.118069570228394,0.008729708103208715,-0.000229286427972573,0.003377919336887118,-2.221146960731308
82,1778587871.8388875,/tf map->base_footprint,map,base_footprint,5.306679884567342,2.118069566226371,0.008729688193520924,-0.00022930619571834575,0.0033776142716452303,-2.221146923698015
83,1778587872.0388544,/tf map->base_footprint,map,base_footprint,5.306679848666512,2.118069535734456,0.008728371725991257,-0.00022934646493262304,0.0033804754130666676,-2.2211469201788825
84,1778587872.2388802,/tf map->base_footprint,map,base_footprint,5.306679851366397,2.1180695138155587,0.008722831612886475,-0.00022936630089432123,0.003378885910617184,-2.2211468966440417
85,1778587872.438983,/tf map->base_footprint,map,base_footprint,5.306679846166364,2.1180695099571714,0.008727064748259945,-0.0002293470093993591,0.003377464706271339,-2.22114697600896
86,1778587872.639407,/tf map->base_footprint,map,base_footprint,5.306679822256857,2.1180694807858904,0.008728886969344,-0.00022935539805793464,0.0033791124878499905,-2.22114688833024
87,1778587872.8392098,/tf map->base_footprint,map,base_footprint,5.306679833747651,2.1180694847557313,0.008725546451043578,-0.00022942004333841357,0.003377031142192519,-2.221146847020854
88,1778587873.0390377,/tf map->base_footprint,map,base_footprint,5.306679810429383,2.118069461600322,0.008728022373993803,-0.0002294793638715534,0.0033768562202214653,-2.221146802278017
89,1778587873.2394912,/tf map->base_footprint,map,base_footprint,5.306679799995737,2.118069423481073,0.008724716840138567,-0.0002294684624052113,0.0033780812039270356,-2.22114667191337
90,1778587873.438925,/tf map->base_footprint,map,base_footprint,5.306679805603638,2.1180694534004796,0.008727194964801592,-0.0002294398357157532,0.0033743028496046315,-2.2211466126902057
91,1778587873.6389477,/tf map->base_footprint,map,base_footprint,5.306679778546861,2.1180694066223325,0.008729153844787608,-0.00022948563187607292,0.003378230303257985,-2.2211466899205767
92,1778587873.8390415,/tf map->base_footprint,map,base_footprint,5.306679729920807,2.1180693559142645,0.0087230747939617,-0.0002295637409424733,0.0033811057293593443,-2.221146584974277
93,1778587874.0389469,/tf map->base_footprint,map,base_footprint,5.306679729522102,2.1180693855388135,0.008725968641797279,-0.00022958861391975813,0.0033778391488939654,-2.221146645873084
94,1778587874.2388835,/tf map->base_footprint,map,base_footprint,5.306679743041792,2.1180693677963727,0.00872834517325574,-0.000229601783329547,0.0033755938976008006,-2.2211467166058108
95,1778587874.438788,/tf map->base_footprint,map,base_footprint,5.306679685245562,2.118069291803642,0.008727743593299652,-0.00022961969786124573,0.003382901854911872,-2.221146743006796
96,1778587874.6389961,/tf map->base_footprint,map,base_footprint,5.306679683522214,2.118069285834765,0.008727313572544516,-0.00022964704527789518,0.0033801966172753825,-2.221146573781327
97,1778587874.839011,/tf map->base_footprint,map,base_footprint,5.306679681861293,2.118069279861771,0.008728023463441873,-0.00022968760442674272,0.003380199965635614,-2.2211465099389165
98,1778587875.0391903,/tf map->base_footprint,map,base_footprint,5.306679694186332,2.1180692704877706,0.00872869596116274,-0.00022975145506453148,0.003379814429430664,-2.221146439665668
99,1778587875.2391918,/tf map->base_footprint,map,base_footprint,5.306679675482295,2.118069258980238,0.008725512405057877,-0.00022977008739816313,0.0033777679059802416,-2.2211464309034645
100,1778587875.4388392,/tf map->base_footprint,map,base_footprint,5.3066796485755745,2.1180692396615366,0.008727793265858454,-0.00022977610367861553,0.0033782945444044703,-2.2211463230094908
101,1778587875.6392355,/tf map->base_footprint,map,base_footprint,5.306679646412442,2.1180692111287494,0.008728101901744363,-0.00022981686905576372,0.0033801967481364853,-2.221146336589452
102,1778587875.8389907,/tf map->base_footprint,map,base_footprint,5.306679630624617,2.1180692007091606,0.008729033690155583,-0.00022980051264545652,0.003378685718788869,-2.221146383979422
103,1778587876.0389743,/tf map->base_footprint,map,base_footprint,5.306679619170074,2.118069195482527,0.008728424647272024,-0.0002297914677005023,0.0033777852239486377,-2.2211462953318906
104,1778587876.239192,/tf map->base_footprint,map,base_footprint,5.306679599154918,2.118069163297148,0.008724806279207074,-0.00022974416613461498,0.0033801018486857006,-2.2211461815652225
105,1778587876.4389443,/tf map->base_footprint,map,base_footprint,5.306679600377343,2.118069170727658,0.00872913380884007,-0.0002296793050696937,0.003377014932223898,-2.2211461060292534
106,1778587876.6390853,/tf map->base_footprint,map,base_footprint,5.306679577008738,2.1180691366926854,0.008730105190944285,-0.00022957747035146534,0.003378939903755275,-2.2211461441784026
107,1778587876.8392613,/tf map->base_footprint,map,base_footprint,5.306679570563129,2.1180691342060554,0.008727455365962521,-0.00022949410659090712,0.003377170545446655,-2.221146274202698
108,1778587877.0389159,/tf map->base_footprint,map,base_footprint,5.306679550059604,2.118069104137081,0.00872454592826383,-0.00022946195542637067,0.003379128296983184,-2.2211461304605695
109,1778587877.2391474,/tf map->base_footprint,map,base_footprint,5.306679519856376,2.1180690833829767,0.008729154256049568,-0.00022941923372623739,0.0033810532416556826,-2.2211461523395224
110,1778587877.4389765,/tf map->base_footprint,map,base_footprint,5.306679552055137,2.1180691059942998,0.008725143931094912,-0.00022944231124992436,0.0033754115951231916,-2.22114618347677
111,1778587877.6389673,/tf map->base_footprint,map,base_footprint,5.306679498099401,2.118069018584268,0.008726059422451648,-0.0002295246518457581,0.0033820593284644936,-2.2211461470584672
112,1778587877.8394015,/tf map->base_footprint,map,base_footprint,5.3066795049184075,2.1180690591448883,0.008722682723857057,-0.00022961355397479023,0.0033763629426729193,-2.2211461596464956
113,1778587878.0393295,/tf map->base_footprint,map,base_footprint,5.306679502246442,2.1180690191372955,0.008726327408428592,-0.00022962818181088756,0.0033773369012077585,-2.2211460997421364
114,1778587878.238777,/tf map->base_footprint,map,base_footprint,5.306679486441407,2.1180690110769076,0.008727451422534744,-0.00022958567196793985,0.00337743570524029,-2.221146095030182
115,1778587878.439011,/tf map->base_footprint,map,base_footprint,5.306679440883181,2.1180689525858676,0.008727373432260052,-0.00022958855593755069,0.003382030513790932,-2.221145987152168
116,1778587878.638945,/tf map->base_footprint,map,base_footprint,5.306679450434135,2.118068980963816,0.008722895198224435,-0.0002295581696879105,0.0033772558040250744,-2.2211458149735903
117,1778587878.8391037,/tf map->base_footprint,map,base_footprint,5.306679423042662,2.1180689285389818,0.00872872050798168,-0.00022945243068762085,0.003382122024685823,-2.2211459043486217
118,1778587879.0389934,/tf map->base_footprint,map,base_footprint,5.306679410728845,2.1180689305777656,0.008722584050430394,-0.0002294058259624663,0.0033790294457845677,-2.221145844603202
119,1778587879.2393272,/tf map->base_footprint,map,base_footprint,5.306679398513638,2.118068876720956,0.008728427063099018,-0.00022931804911070268,0.0033807559912727506,-2.221145758768294
120,1778587879.4391022,/tf map->base_footprint,map,base_footprint,5.306679401687022,2.118068902596842,0.008725177054517719,-0.0002292637152894279,0.0033775465741147214,-2.221145779318222
121,1778587879.638916,/tf map->base_footprint,map,base_footprint,5.306679374306244,2.1180688684739373,0.008727482765693786,-0.00022924378949643994,0.0033803727728092697,-2.221145684417564
122,1778587879.8389637,/tf map->base_footprint,map,base_footprint,5.3066793705828506,2.1180688662624614,0.008729866575856143,-0.00022924393901839295,0.0033788726483165903,-2.2211457184196424
123,1778587880.0399303,/tf map->base_footprint,map,base_footprint,5.306679374715107,2.118068837792831,0.008728108935909022,-0.00022927335658022335,0.0033799345111813336,-2.221145639631054
124,1778587880.2388604,/tf map->base_footprint,map,base_footprint,5.306679345534368,2.118068824485739,0.008729335401453472,-0.00022927243426397662,0.003379483302794876,-2.2211455638765893
125,1778587880.4389064,/tf map->base_footprint,map,base_footprint,5.306679328779843,2.11806880725048,0.008724521881096278,-0.00022930288279285387,0.003377692602642021,-2.221145634855543
126,1778587880.6389506,/tf map->base_footprint,map,base_footprint,5.306679329532901,2.1180687653101775,0.008729156200744463,-0.0002293844009186171,0.003380429073958875,-2.2211456296237446
127,1778587880.8391652,/tf map->base_footprint,map,base_footprint,5.30667933004944,2.1180687781169385,0.00872778707193262,-0.00022948617019741778,0.0033766863584977556,-2.2211455230210766
128,1778587881.039204,/tf map->base_footprint,map,base_footprint,5.306679272041525,2.118068737319976,0.008723099087599152,-0.00022958882795551713,0.00338213844912452,-2.2211454274277176
129,1778587881.2393901,/tf map->base_footprint,map,base_footprint,5.30667929802655,2.1180687235526965,0.00872815097220065,-0.00022958379103367983,0.0033791525461920216,-2.221145474135316
130,1778587881.4394069,/tf map->base_footprint,map,base_footprint,5.306679285460615,2.1180687348460494,0.008730203238108549,-0.00022955205548296913,0.003377881019178895,-2.221145684615713
131,1778587881.639061,/tf map->base_footprint,map,base_footprint,5.306679243645183,2.118068669420874,0.008723211173864574,-0.00022954427005448145,0.003382039590404824,-2.2211455047940207
132,1778587881.8391285,/tf map->base_footprint,map,base_footprint,5.29619948188352,2.10429165494836,0.008732368046591173,-0.00023929155439402538,0.0020162775674054264,-2.221189193573113
133,1778587882.0389807,/tf map->base_footprint,map,base_footprint,5.265957250148979,2.064686925837182,0.008733574785701031,-0.00028987087814959315,-0.001823530459785506,-2.2280262141801637
134,1778587882.2391331,/tf map->base_footprint,map,base_footprint,5.234093946180499,2.023577339787721,0.008733535965549386,-0.0003712395931007829,-0.0056408171970691555,-2.230481305335718
135,1778587882.4391975,/tf map->base_footprint,map,base_footprint,5.207908315455577,1.9899600495603134,0.008734084477208196,-0.0004433735822702759,-0.008623238265412692,-2.2313934330761285
136,1778587882.6390204,/tf map->base_footprint,map,base_footprint,5.176301340077072,1.949253765681475,0.00878369645905077,-0.0005319353642036053,-0.011303091492358251,-2.2333634813556626
137,1778587882.8390713,/tf map->base_footprint,map,base_footprint,5.145513650931708,1.90996960138715,0.008782420169532559,-0.0006410199803665452,-0.011203407806452518,-2.2369627696821035
138,1778587883.0390031,/tf map->base_footprint,map,base_footprint,5.112921081468259,1.8686822791117428,0.008732791244049113,-0.0007589397419256198,-0.008867772000379226,-2.2388017022869886
139,1778587883.2390583,/tf map->base_footprint,map,base_footprint,5.081159817362122,1.8278644799285944,0.008730799198927,-0.0008008609627964596,-0.005813455193274663,-2.2280408083649355
140,1778587883.439037,/tf map->base_footprint,map,base_footprint,5.049466071700256,1.7865218207819102,0.008730443799486969,-0.000727267432383963,-0.0027754138844619833,-2.2186643660082073
141,1778587883.6388285,/tf map->base_footprint,map,base_footprint,5.018596881603869,1.744905058622725,0.008730221439486544,-0.0005043467070960518,0.0004031366917065937,-2.192202376763177
142,1778587883.8393016,/tf map->base_footprint,map,base_footprint,4.988342327187408,1.7031159513235294,0.008696906379299629,-0.00017995609147811013,0.003833315473320783,-2.1937294451886564
143,1778587884.038985,/tf map->base_footprint,map,base_footprint,4.963348228199828,1.668386424471895,0.0086892233659701,2.478737746148729e-05,0.004899668909522796,-2.1735143776178836
144,1778587884.239181,/tf map->base_footprint,map,base_footprint,4.9352190899717,1.6261424005928928,0.008732235572228986,0.0002731186270119054,0.002663955151098635,-2.1454536367540897
145,1778587884.4389725,/tf map->base_footprint,map,base_footprint,4.907027029061829,1.5815691637234937,0.008732131115155212,0.0004855106302605548,-5.2237581803860726e-05,-2.122060233752048
146,1778587884.6390657,/tf map->base_footprint,map,base_footprint,4.880000541666458,1.537380347174379,0.0087315678072152,0.000694539181640145,-0.0022378814835974626,-2.1005709011450016
147,1778587884.8390286,/tf map->base_footprint,map,base_footprint,4.8550840499312615,1.4942904867885112,0.008731411283446573,0.0008553964425660901,-0.003891944247531171,-2.0713041347913106
148,1778587885.0391102,/tf map->base_footprint,map,base_footprint,4.8295580648906995,1.4494981368048057,0.00873121025903091,0.0010413383195260067,-0.005274468405155942,-2.081294506064596
149,1778587885.2390294,/tf map->base_footprint,map,base_footprint,4.8028495215369835,1.4040308172632718,0.008731204479147586,0.0012253134698677927,-0.006372053830414024,-2.1198212354307664
150,1778587885.4392164,/tf map->base_footprint,map,base_footprint,4.77422190371106,1.3599160161188288,0.00873137507651297,0.0012732899520393303,-0.007136821052027844,-2.179846814463569
151,1778587885.6389809,/tf map->base_footprint,map,base_footprint,4.747841411139226,1.324629239085568,0.008731472912916014,0.0012030837815836682,-0.0075069892358391776,-2.245541996285486
152,1778587885.8390615,/tf map->base_footprint,map,base_footprint,4.716536329404702,1.2881759502105259,0.00873121922779937,0.0008361784510974273,-0.007200949770316506,-2.3229416418159032
153,1778587886.0391088,/tf map->base_footprint,map,base_footprint,4.680504497357956,1.2517793026100053,0.008731210870684045,0.0002683966560746712,-0.006766867250820349,-2.388472680698221
154,1778587886.238973,/tf map->base_footprint,map,base_footprint,4.646504711754076,1.2223616104022796,0.008731016178177809,-0.0005123198239575988,-0.005433844959463158,-2.465275927690341
155,1778587886.4391263,/tf map->base_footprint,map,base_footprint,4.606801647127505,1.1929796304854192,0.00873095900352867,-0.0014525487376194641,-0.0040096250470259736,-2.541478920800585
156,1778587886.639022,/tf map->base_footprint,map,base_footprint,4.563274792677302,1.165482536959379,0.00873080722456676,-0.0024912274443321778,-0.0024895904827764775,-2.6168484366298133
157,1778587886.8390195,/tf map->base_footprint,map,base_footprint,4.518357434444207,1.1416575439407401,0.008714600719032453,-0.0033349874210266577,-0.0006103914893435017,-2.6945780690808587
158,1778587887.0391457,/tf map->base_footprint,map,base_footprint,4.480281686257092,1.1248210998209172,0.008727179344360325,-0.0029247671576782294,0.0015576714433094521,-2.7588225919455325
159,1778587887.2389753,/tf map->base_footprint,map,base_footprint,4.436556869869705,1.108722496252228,0.008689324243640259,-0.0027251119613721773,0.0046096667794769015,-2.8153687208145697
160,1778587887.4389446,/tf map->base_footprint,map,base_footprint,4.391514937743742,1.0949222201500965,0.008689255227379912,-0.002825810648219005,0.004081369844604632,-2.8693260318084817
161,1778587887.639151,/tf map->base_footprint,map,base_footprint,4.34434518664094,1.083120568462872,0.008728808189256403,-0.002938725291310192,0.0010634300513256588,-2.9243300705429913
